SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2018,100000.0,United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,None,Associates (2 years),Private business,Female,Tier 3
2018,63000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,10,None,Bachelors (4 years),Private business,Female,Tier 2
2018,98000.0,United States,Microsoft SQL Server,21,Full time employee,"Developer: App code (C#, JS, etc)",False,28,None,Masters,State/province government,Male,Tier 2
2018,73840.0,United States,Microsoft SQL Server,2,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,2,1,Bachelors (4 years),Non-profit,Female,Tier 2
2018,135000.0,United States,Microsoft SQL Server,22,Full time employee,DBA,False,2,3,Bachelors (4 years),Private business,Male,Tier 3
2018,136000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,True,3,None,None (no degree completed),Private business,Male,Tier 3
2018,86500.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,5,None,Bachelors (4 years),Private business,Male,Tier 2
2018,140000.0,United States,Microsoft SQL Server,18,Full time employee,"Developer: App code (C#, JS, etc)",False,18,None,Associates (2 years),Private business,Male,Tier 3
2018,128000.0,United States,Microsoft SQL Server,13,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,9,More than 5,Associates (2 years),Private business,Male,Tier 3
2018,30000.0,Russia,Microsoft SQL Server,10,Contractual work,DBA,True,3,1,Masters,Private business,Male,Tier 1
2018,97000.0,United States,Microsoft SQL Server,9,Full time employee,Analyst,False,9,1,Masters,Private business,Female,Tier 2
2018,110000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,True,1,None,Masters,Private business,Male,Tier 3
2018,70000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,2,None,Bachelors (4 years),Non-profit,Male,Tier 2
2018,53460.0,United Kingdom,Microsoft SQL Server,17,Full time employee,Architect,False,1,5,Bachelors (4 years),Federal government,Male,Tier 2
2018,95000.0,United States,Microsoft SQL Server,15,Full time employee,Analyst,False,18,1,None (no degree completed),Private business,Male,Tier 2
2018,131000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,1,2,Masters,Private business,Female,Tier 3
2018,220000.0,United States,Microsoft SQL Server,20,Contractual work,Architect,True,5,5,None (no degree completed),Private business,Male,Tier 5
2018,65000.0,United Kingdom,Microsoft SQL Server,12,Full time employee,DBA,False,10,1,Bachelors (4 years),Private business,Male,Tier 2
2018,62000.0,Italy,Microsoft SQL Server,5,Part time,Architect,True,20,None,Doctorate/PhD,Private business,Male,Tier 2
2018,61386.0,United Kingdom,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,2,Masters,Private business,Female,Tier 2
2018,9360.0,India,Microsoft SQL Server,3,Full time employee,DBA,False,1,1,Bachelors (4 years),Private business,Male,Tier 1
2018,32000.0,United Kingdom,Oracle,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,21,1,None (no degree completed),Local government,Male,Tier 1
2018,95000.0,United States,Microsoft SQL Server,6,Full time employee,Manager,True,6,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Oracle,12,Full time employee,DBA,False,12,More than 5,Masters,Private business,Male,Tier 3
2018,35100.0,Other,Microsoft SQL Server,1,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,2,Bachelors (4 years),Private business,Male,Tier 1
2018,85544.0,United States,Microsoft SQL Server,18,Full time employee,"Developer: App code (C#, JS, etc)",False,30,None,Bachelors (4 years),Private business,Male,Tier 2
2018,104000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,10,More than 5,Masters,Non-profit,Male,Tier 3
2018,100000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,1,1,Masters,Private business,Female,Tier 3
2018,64000.0,United States,Microsoft SQL Server,27,Contractual work,DBA,False,27,None,Masters,Private business,Female,Tier 2
2018,114000.0,United Kingdom,Microsoft SQL Server,7,Full time employee,DBA,True,7,More than 5,Bachelors (4 years),Private business,Female,Tier 3
2018,130000.0,United States,Oracle,22,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,6,2,Bachelors (4 years),Private business,Male,Tier 3
2018,108000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,1,Bachelors (4 years),Federal government,Female,Tier 3
2018,130000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Male,Tier 3
2018,87000.0,United States,Microsoft SQL Server,3,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,3,Bachelors (4 years),Private business,Male,Tier 2
2018,135000.0,United States,Microsoft SQL Server,10,Full time employee,Architect,False,1,3,Bachelors (4 years),Private business,Male,Tier 3
2018,20000.0,Ukraine,Microsoft SQL Server,4,Part time,Analyst,True,4,None,None (no degree completed),Private business,Male,Tier 1
2018,31000.0,Argentina,Microsoft SQL Server,20,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,5,None,None (no degree completed),Private business,Male,Tier 1
2018,151000.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,False,9,5,Bachelors (4 years),Private business,Male,Tier 4
2018,17500.0,Turkey,Microsoft SQL Server,2,Full time employee,DBA,False,2,1,Bachelors (4 years),Private business,Male,Tier 1
2018,117000.0,United States,Oracle,22,Full time employee,DBA,False,5,None,None (no degree completed),Private business,Male,Tier 3
2018,38000.0,United Kingdom,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,5,Bachelors (4 years),Private business,Female,Tier 1
2018,135000.0,United States,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,12,2,Bachelors (4 years),Non-profit,Male,Tier 3
2018,43000.0,United Kingdom,Microsoft SQL Server,1,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,5,None (no degree completed),Private business,Female,Tier 1
2018,76000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,5,Bachelors (4 years),Private business,Male,Tier 2
2018,125000.0,United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,20,1,Bachelors (4 years),Private business,Male,Tier 3
2018,138000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,4,None,Bachelors (4 years),Non-profit,Female,Tier 3
2018,97500.0,United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,False,7,None,Bachelors (4 years),Private business,Male,Tier 2
2018,60000.0,United States,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,4,Bachelors (4 years),Private business,Male,Tier 2
2018,52256.0,United Kingdom,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,4,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Engineer,False,1,None,Bachelors (4 years),Private business,Female,Tier 3
2018,95000.0,United States,Microsoft SQL Server,7,Full time employee,Manager,True,2,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Engineer,False,1,None,Bachelors (4 years),Private business,Female,Tier 3
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Engineer,False,1,None,Bachelors (4 years),Private business,Female,Tier 3
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Engineer,False,1,None,Bachelors (4 years),Private business,Female,Tier 3
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,Engineer,False,1,None,Bachelors (4 years),Private business,Female,Tier 3
2018,152000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,34,1,Bachelors (4 years),Private business,Male,Tier 4
2018,123000.0,United States,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,10,2,Bachelors (4 years),Private business,Male,Tier 3
2018,85000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,4,None,Bachelors (4 years),Private business,Male,Tier 2
2018,150000.0,United States,Azure SQL DB,2,Full time employee,Manager,True,1,More than 5,Masters,Private business,Male,Tier 4
2018,95000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,10,More than 5,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,175000.0,United States,Oracle,9,Contractual work,Architect,False,6,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 4
2018,100000.0,United States,DB2,15,Full time employee,Analyst,True,2,None,Masters,Private business,Male,Tier 3
2018,75000.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,3,1,Bachelors (4 years),Private business,Male,Tier 2
2018,158200.0,United States,Microsoft SQL Server,18,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,18,None,Bachelors (4 years),Private business,Male,Tier 4
2018,95000.0,United States,Microsoft SQL Server,7,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,None,Bachelors (4 years),Private business,Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",False,1,2,Bachelors (4 years),Private business,Male,Tier 2
2018,115000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,10,More than 5,Bachelors (4 years),Private business,Female,Tier 3
2018,86000.0,United States,Microsoft SQL Server,15,Full time employee,Analyst,True,10,None,Bachelors (4 years),State/province government,Male,Tier 2
2018,150000.0,United States,Microsoft SQL Server,13,Contractual work,Architect,False,4,2,Bachelors (4 years),Private business,Male,Tier 4
2018,121000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,True,5,1,None (no degree completed),Private business,Male,Tier 3
2018,57000.0,United Kingdom,Microsoft SQL Server,13,Full time employee,DBA,False,33,More than 5,Bachelors (4 years),Federal government,Female,Tier 2
2018,91000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,17,3,Associates (2 years),State/province government,Male,Tier 2
2018,140394.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,20,2,Bachelors (4 years),Non-profit,Male,Tier 3
2018,105000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,1,1,Bachelors (4 years),Private business,Male,Tier 3
2018,150000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,None,Bachelors (4 years),Private business,Male,Tier 4
2018,5000.0,India,Microsoft SQL Server,1,Full time employee,Analyst,False,0,3,Bachelors (4 years),Private business,Male,Tier 1
2018,105000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,15,None,Bachelors (4 years),Private business,Male,Tier 3
2018,125000.0,United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,True,2,3,Bachelors (4 years),Private business,Male,Tier 3
2018,86000.0,United States,Microsoft SQL Server,2,Full time employee,DBA,False,2,1,Bachelors (4 years),Private business,Female,Tier 2
2018,65000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,True,2,1,Bachelors (4 years),Private business,Male,Tier 2
2018,125000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,3,4,Bachelors (4 years),Private business,Male,Tier 3
2018,117920.0,Other,Microsoft SQL Server,13,Full time employee,Engineer,False,4,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,100000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,False,0,None,Bachelors (4 years),Non-profit,Male,Tier 3
2018,109500.0,United States,Microsoft SQL Server,9,Full time employee,DBA,False,9,1,Bachelors (4 years),Private business,Male,Tier 3
2018,13000.0,Other,Microsoft SQL Server,7,Full time employee,DBA,False,7,None,Bachelors (4 years),Private business,Male,Tier 1
2018,84000.0,Other,Microsoft SQL Server,10,Full time employee,DBA,False,10,1,Bachelors (4 years),Private business,Male,Tier 2
2018,49591.0,United Kingdom,Microsoft SQL Server,2,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,0,None,None (no degree completed),Private business,Male,Tier 1
2018,60332.0,Other,Microsoft SQL Server,15,Full time employee,DBA,False,5,3,Masters,Local government,Male,Tier 2
2018,53600.0,United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,False,3,2,None (no degree completed),Private business,Male,Tier 2
2018,40000.0,Netherlands,Microsoft SQL Server,3,Full time employee,Developer: T-SQL,False,3,4,Bachelors (4 years),Private business,Male,Tier 1
2018,80000.0,Other,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,10,1,Bachelors (4 years),Private business,Male,Tier 2
2018,57351.0,United Kingdom,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,5,None (no degree completed),Private business,Male,Tier 2
2018,44892.0,United Kingdom,Microsoft SQL Server,16,Contractual work,DBA,False,3,2,Associates (2 years),Private business,Male,Tier 1
2018,40000.0,Bulgaria,Microsoft SQL Server,10,Full time employee,Engineer,False,10,4,Masters,Private business,Male,Tier 1
2018,55000.0,Italy,Microsoft SQL Server,10,Full time employee,Engineer,False,10,More than 5,Masters,Private business,Male,Tier 2
2018,20000.0,Serbia and Montenegro,Microsoft SQL Server,5,Full time employee,Analyst,True,7,1,Bachelors (4 years),Private business,Male,Tier 1
2018,71800.0,Sweden,Microsoft SQL Server,2,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,1,3,Bachelors (4 years),Private business,Male,Tier 2
2018,103000.0,United States,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,4,Bachelors (4 years),Private business,Male,Tier 3
